#n  real_time  ms_narma2  ms_narma10  ms_narma20  ms_narma30  narma2  narma10  narma20  narma30
6000  60.000000  0.190015035549  0.167420836044  0.201738845819  0.001201072126  0.190944578694  0.166374748436  0.203625320286  0.001127186884
6001  60.010000  0.190153933339  0.165576453534  0.201513545978  0.001716142060  0.190959402207  0.165175906247  0.203033136691  0.001258235655
6002  60.020000  0.190287517995  0.163651349846  0.201140499764  0.002193411202  0.190968704658  0.164163806274  0.202368264834  0.001318154546
6003  60.030000  0.190411766787  0.161680623118  0.200615070849  0.002636572645  0.190974378975  0.163372468916  0.201724461314  0.001317011605
6004  60.040000  0.190522580521  0.159700532622  0.199937303561  0.003051685287  0.190977803377  0.162809862636  0.201197413178  0.001281299325
6005  60.050000  0.190615896942  0.157749035431  0.199113081029  0.003446606311  0.190979868311  0.162458832059  0.200874368925  0.001252404855
6006  60.060000  0.190687822454  0.155866495922  0.198155077072  0.003830292096  0.190981113464  0.162280994029  0.200824260127  0.001283131353
6007  60.070000  0.190734775788  0.154096436478  0.197083399892  0.004211998823  0.190981850645  0.162223212258  0.201089387165  0.001432546520
6008  60.080000  0.190753635698  0.152486176446  0.195925841754  0.004600422697  0.190982141421  0.162225981153  0.201679610739  0.001759629401
6009  60.090000  0.190741883933  0.151087199566  0.194717672760  0.005002827408  0.190981532041  0.162232845468  0.202569755549  0.002316337967
6010  60.100000  0.190697734552  0.149955099194  0.193500947053  0.005424212364  0.190978517179  0.162199868581  0.203700618810  0.003140810582
6011  60.110000  0.190620241209  0.149148975940  0.192323324287  0.005866578793  0.190969794358  0.162104140998  0.204983617115  0.004251432951
6012  60.120000  0.190509375268  0.148730202271  0.191236445436  0.006328351228  0.190949461530  0.161950388167  0.206308737642  0.005642444605
6013  60.130000  0.190366069388  0.148760520375  0.190293936908  0.006804008598  0.190908378257  0.161774885934  0.207555120097  0.007281629499
6014  60.140000  0.190192223415  0.149299499123  0.189549147588  0.007283971541  0.190833936318  0.161646115315  0.208603316136  0.009110445663
6015  60.150000  0.189990671745  0.150401438395  0.189052746928  0.007754780524  0.190710456055  0.161661875317  0.209348078883  0.011046717218
6016  60.160000  0.189765113745  0.152111869174  0.188850326170  0.008199582844  0.190520339433  0.161942907476  0.209710444080  0.012989761388
6017  60.170000  0.189520010930  0.154463850485  0.188980147868  0.008598926246  0.190245980572  0.162623442707  0.209647885782  0.014827578276
6018  60.180000  0.189260456432  0.157474304726  0.189471180422  0.008931833773  0.189872281118  0.163839423736  0.209161464449  0.016445516661
6019  60.190000  0.188992023550  0.161140657422  0.190341535216  0.009177110079  0.189389469836  0.165715440355  0.208299126409  0.017735666562
6020  60.200000  0.188720600942  0.165438053071  0.191597395746  0.009314805940  0.188795813544  0.168351595891  0.207154644970  0.018606135284
6021  60.210000  0.188452222133  0.170317404231  0.193232493699  0.009327747316  0.188099756289  0.171811567805  0.205862089971  0.018989348430
6022  60.220000  0.188192896630  0.175704496264  0.195228149445  0.009203020459  0.187321052407  0.176113020745  0.204586140792  0.018848583482
6023  60.230000  0.187948449051  0.181500316727  0.197553857449  0.008933297419  0.186490570153  0.181221290542  0.203508977362  0.018182086407
6024  60.240000  0.187724371501  0.187582709299  0.200168363952  0.008517888374  0.185648623544  0.187046921805  0.202814850130  0.017024329202
6025  60.250000  0.187525692980  0.193809371450  0.203021157666  0.007963419443  0.184841913444  0.193447265313  0.202673700493  0.015444220059
6026  60.260000  0.187356868196  0.200022128267  0.206054276096  0.007284056665  0.184119386424  0.200231981810  0.203225341795  0.013540354966
6027  60.270000  0.187221686802  0.206052327855  0.209204321227  0.006501227549  0.183527509187  0.207172001898  0.204565695898  0.011433674011
6028  60.280000  0.187123202915  0.211727122870  0.212404578489  0.005642828589  0.183105570307  0.214011281819  0.206736407496  0.009258131093
6029  60.290000  0.187063684011  0.216876334264  0.215587141054  0.004741947403  0.182881636253  0.220480572614  0.209718844802  0.007150177856
6030  60.300000  0.187044577761  0.221339542628  0.218684955534  0.003835168104  0.182869701329  0.226312366958  0.213433076513  0.005237981659
6031  60.310000  0.187066495302  0.224973024141  0.221633722938  0.002960564398  0.183068397622  0.231256176182  0.217741940344  0.003631330555
6032  60.320000  0.187129209608  0.227656144737  0.224373607680  0.002155513357  0.183461403855  0.235093293220  0.222459843084  0.002413121116
6033  60.330000  0.187231668029  0.229296848872  0.226850725394  0.001454481077  0.184019452009  0.237650200186  0.227365508199  0.001633182475
6034  60.340000  0.187372018618  0.229835927022  0.229018395536  0.000886937604  0.184703617563  0.238809782119  0.232217556477  0.001304975683
6035  60.350000  0.187547650337  0.229249815885  0.230838156025  0.000475552028  0.185469424752  0.238519528291  0.236771594938  0.001405442429
6036  60.360000  0.187755247656  0.227551772172  0.232280544198  0.000234799813  0.186271221243  0.236795968377  0.240797409288  0.001877987363
6037  60.370000  0.187990860189  0.224791358721  0.233325651183  0.000170084966  0.187066281851  0.233724736499  0.244094900545  0.002638291860
6038  60.380000  0.188249987842  0.221052283017  0.233963456255  0.000277441981  0.187818180736  0.229455908623  0.246507560399  0.003582401477
6039  60.390000  0.188527681526  0.216448725563  0.234193944939  0.000543839802  0.188499108422  0.224194626503  0.247932518357  0.004596328394
6040  60.400000  0.188818658633  0.211120381652  0.234027010783  0.000948065833  0.189090979867  0.218187484069  0.248326489795  0.005566281918
6041  60.410000  0.189117431520  0.205226508814  0.233482137160  0.001462125881  0.189585355714  0.211705655587  0.247707281233  0.006388595562
6042  60.420000  0.189418446029  0.198939318832  0.232587853226  0.002053059051  0.189982354299  0.205026205615  0.246150843654  0.006978461259
6043  60.430000  0.189716225938  0.192437075352  0.231380958286  0.002685037826  0.190288845218  0.198413341045  0.243784186612  0.007276704979
6044  60.440000  0.190005518203  0.185897255180  0.229905511656  0.003321604838  0.190516272184  0.192101458933  0.240774759017  0.007254031223
6045  60.450000  0.190281433134  0.179490105281  0.228211591180  0.003927890397  0.190678449877  0.186281662541  0.237317153384  0.006912407962
6046  60.460000  0.190539573278  0.173372881845  0.226353832614  0.004472658943  0.190789623445  0.181092974042  0.233618186786  0.006283535730
6047  60.470000  0.190776144981  0.167684997654  0.224389773826  0.004930047750  0.190862986217  0.176618840374  0.229881541211  0.005424618820
6048  60.480000  0.190988047238  0.162544235154  0.222378041480  0.005280885970  0.190909742370  0.172888829824  0.226293195361  0.004411906994
6049  60.490000  0.191172933637  0.158044111107  0.220376432490  0.005513514627  0.190938698449  0.169884784447  0.223008836035  0.003332678576
6050  60.500000  0.191329244734  0.154252409945  0.218439956813  0.005624065856  0.190956288624  0.167550236360  0.220144290446  0.002276470846
6051  60.510000  0.191456210092  0.151210841476  0.216618920490  0.005616199723  0.190966893647  0.165801671744  0.217769769234  0.001326418285
6052  60.520000  0.191553821137  0.148935727656  0.214957136720  0.005500336486  0.190973304551  0.164540233297  0.215908364416  0.000551528717
6053  60.530000  0.191622777877  0.147419584536  0.213490356508  0.005292458179  0.190977203271  0.163662641375  0.214538833799  0.000000615700
6054  60.540000  0.191664414146  0.146633439724  0.212245007853  0.005012583301  0.190979572379  0.163070414020  0.213602266360  -0.000301574904
6055  60.550000  0.191680607250  0.146529712173  0.211237322611  0.004683039987  0.190980992206  0.162676805578  0.213011815649  -0.000355735926
6056  60.560000  0.191673678523  0.147045478241  0.210472913051  0.004326674692  0.190981823827  0.162411209436  0.212664366799  -0.000186813993
6057  60.570000  0.191646291440  0.148105953990  0.209946836184  0.003965134237  0.190982303266  0.162221052161  0.212452815338  0.000159531184
6058  60.580000  0.191601353379  0.149628036366  0.209644154777  0.003617349125  0.190982582672  0.162071433024  0.212277611775  0.000622396286
6059  60.590000  0.191541926120  0.151523763237  0.209540971719  0.003298326164  0.190982750478  0.161942934006  0.212056368961  0.001132427078
6060  60.600000  0.191471148725  0.153703572517  0.209605881883  0.003018330308  0.190982849901  0.161828143370  0.211730616985  0.001619215079
6061  60.610000  0.191392174737  0.156079262230  0.209801755939  0.002782501868  0.190982900649  0.161727500757  0.211269178444  0.002018539493
6062  60.620000  0.191308123880  0.158566575360  0.210087746670  0.002590918593  0.190982918253  0.161645081063  0.210668067814  0.002278732266
6063  60.630000  0.191222046732  0.161087354853  0.210421392831  0.002439075986  0.190982922716  0.161584885443  0.209947232281  0.002365551398
6064  60.640000  0.191136899465  0.163571234763  0.210760690198  0.002318726528  0.190982933142  0.161548101895  0.209144795447  0.002265113491
6065  60.650000  0.191055524681  0.165956852903  0.211066004910  0.002218992124  0.190982954909  0.161531642959  0.208309702229  0.001984643570
6066  60.660000  0.190980633912  0.168192588411  0.211301720154  0.002127645930  0.190982975622  0.161528079944  0.207493774482  0.001551027362
6067  60.670000  0.190914787316  0.170236844262  0.211437531981  0.002032451114  0.190982990605  0.161526893769  0.206744172120  0.001007375610
6068  60.680000  0.190860366719  0.172057909920  0.211449341317  0.001922445184  0.190983074421  0.161516776703  0.206097129198  0.000408009045
6069  60.690000  0.190819539193  0.173633452897  0.211319723641  0.001789068641  0.190983501294  0.161488570639  0.205573624319  -0.000187573638
6070  60.700000  0.190794209805  0.174949699860  0.211037992198  0.001627054459  0.190984897168  0.161438334442  0.205177380569  -0.000721089404
6071  60.710000  0.190785963900  0.176000377781  0.210599901501  0.001435018204  0.190988385113  0.161370006460  0.204895303354  -0.001141547567
6072  60.720000  0.190796001086  0.176785493066  0.210007062591  0.001215715085  0.190995670861  0.161297171258  0.204700183613  -0.001410379379
6073  60.730000  0.190825064789  0.177310031250  0.209266157952  0.000975957557  0.191009012808  0.161243546568  0.204555243780  -0.001505104484
6074  60.740000  0.190873372746  0.177582661085  0.208388051037  0.000726212902  0.191031034598  0.161241965203  0.204419905126  -0.001421184895
6075  60.750000  0.190940554807  0.177614524292  0.207386882937  0.000479922687  0.191064367982  0.161331819171  0.204256024534  -0.001171918084
6076  60.760000  0.191025604967  0.177418185492  0.206279237609  0.000252603638  0.191111154180  0.161555137664  0.204033798566  -0.000786433623
6077  60.770000  0.191126854368  0.177006805639  0.205083438844  0.000060801417  0.191172474724  0.161951662700  0.203736570086  -0.000306059773
6078  60.780000  0.191241971262  0.176393586757  0.203819018961  -0.000079025366  0.191247817055  0.162553442087  0.203363897026  0.000220503987
6079  60.790000  0.191367992461  0.175591516319  0.202506373455  -0.000151613593  0.191334695934  0.163379558145  0.202932444879  0.000742652813
6080  60.800000  0.191501388862  0.174613416983  0.201166590115  -0.000143924675  0.191428542177  0.164431637643  0.202474524138  0.001213366971
6081  60.810000  0.191638165252  0.173472282783  0.199821417811  -0.000046032190  0.191522933787  0.165690738117  0.202034382606  0.001594122049
6082  60.820000  0.191773992018  0.172181857871  0.198493321398  0.000148180697  0.191610185949  0.167116082789  0.201662645240  0.001858687782
6083  60.830000  0.191904363801  0.170757390407  0.197205556738  0.000440547658  0.191682245938  0.168645935343  0.201409535051  0.001995414563
6084  60.840000  0.192024777831  0.169216474200  0.195982194787  0.000828387186  0.191731770990  0.170200688535  0.201317676102  0.002007779091
6085  60.850000  0.192130922737  0.167579876391  0.194848026733  0.001304514457  0.191753216599  0.171688012187  0.201415352115  0.001913156596
6086  60.860000  0.192218867407  0.165872242603  0.193828293113  0.001857485608  0.191743742234  0.173009690569  0.201711062791  0.001739985839
6087  60.870000  0.192285238956  0.164122573001  0.192948197967  0.002472051520  0.191703758227  0.174069596652  0.202190089614  0.001523673292
6088  60.880000  0.192327379201  0.162364374377  0.192232192944  0.003129789734  0.191636991455  0.174782115392  0.202813570735  0.001301725075
6089  60.890000  0.192343470177  0.160635414512  0.191703043740  0.003809877615  0.191550029997  0.175080249403  0.203520316224  0.001108683742
6090  60.900000  0.192332621122  0.158977034702  0.191380719793  0.004489967387  0.191451403175  0.174922623487  0.204231300582  0.000971471778
6091  60.910000  0.192294911820  0.157433012510  0.191281174874  0.005147123470  0.191350344113  0.174298653270  0.204856479407  0.000905701404
6092  60.920000  0.192231390040  0.156048006752  0.191415108198  0.005758784175  0.191255447768  0.173231259989  0.205303319436  0.000913405011
6093  60.930000  0.192144023789  0.154865657159  0.191786810248  0.006303712322  0.191173463381  0.171776698302  0.205486229341  0.000982483193
6094  60.940000  0.192035612009  0.153926448541  0.192393202654  0.006762902078  0.191108439108  0.170021311565  0.205335950948  0.001087974682
6095  60.950000  0.191909659888  0.153265479972  0.193223175891  0.007120411525  0.191061371016  0.168075325448  0.204807929867  0.001195045356
6096  60.960000  0.191770226972  0.152910300537  0.194257312272  0.007364091991  0.191030410902  0.166064110405  0.203888737870  0.001263394294
6097  60.970000  0.191621757631  0.152878981891  0.195468055642  0.007486185893  0.191011577246  0.164117649809  0.202599767002  0.001252605448
6098  60.980000  0.191468903980  0.153178592967  0.196820355595  0.007483765235  0.190999813722  0.162359199395  0.200997650138  0.001127852438
6099  60.990000  0.191316351203  0.153804222986  0.198272776088  0.007358983685  0.190990171144  0.160894271876  0.199171168200  0.000865305079
6100  61.000000  0.191168654274  0.154738666400  0.199779019595  0.007119117214  0.190978866362  0.159801096132  0.197234755081  0.000456596628
6101  61.010000  0.191030093564  0.155952839387  0.201289782573  0.006776372670  0.190964000871  0.159123571519  0.195319073667  -0.000088209338
6102  61.020000  0.190904554878  0.157406945000  0.202754829384  0.006347451008  0.190945797392  0.158867478594  0.193559470716  -0.000739571041
6103  61.030000  0.190795437202  0.159052346981  0.204125153071  0.005852862749  0.190926319264  0.159000355389  0.192083384160  -0.001449566749
6104  61.040000  0.190705589198  0.160834055070  0.205355084235  0.005316007395  0.190908752828  0.159455056329  0.190997937827  -0.002155144466
6105  61.050000  0.190637273372  0.162693672133  0.206404214375  0.004762045198  0.190896432325  0.160136634594  0.190378990549  -0.002783298614
6106  61.060000  0.190592155013  0.164572610269  0.207239016676  0.004216607647  0.190891848064  0.160931873783  0.190262799664  -0.003257735177
6107  61.070000  0.190571311662  0.166415353418  0.207834073415  0.003704410409  0.190895887195  0.161720569153  0.190641221585  -0.003506411256
6108  61.080000  0.190575258102  0.168172531051  0.208172852008  0.003247847276  0.190907508906  0.162387530416  0.191461030265  -0.003469217338
6109  61.090000  0.190603981568  0.169803573315  0.208248007836  0.002865653891  0.190923961028  0.162834240364  0.192627527130  -0.003105024801
6110  61.100000  0.190656982240  0.171278742862  0.208061227683  0.002571733927  0.190941522105  0.162989142776  0.194012189780  -0.002397353883
6111  61.110000  0.190733314830  0.172580381459  0.207622659649  0.002374236877  0.190956628003  0.162815636596  0.195463707814  -0.001358027167
6112  61.120000  0.190831628188  0.173703267256  0.206950001007  0.002274965182  0.190967142150  0.162317014820  0.196821422910  -0.000028351016
6113  61.130000  0.190950201188  0.174654047127  0.206067332891  0.002269169601  0.190973476205  0.161537805166  0.197929956828  0.001522404482
6114  61.140000  0.191086974478  0.175449782152  0.205003799013  0.002345766601  0.190979276589  0.160561246067  0.198653693124  0.003201199780
6115  61.150000  0.191239578952  0.176115716815  0.203792225099  0.002487982139  0.190991462951  0.159502960335  0.198889782118  0.004897807081
6116  61.160000  0.191405362734  0.176682447655  0.202467767238  0.002674394879  0.191019525359  0.158501251611  0.198578459931  0.006493253603
6117  61.170000  0.191581419166  0.177182718733  0.201066662559  0.002880321227  0.191074135120  0.157704810872  0.197709698882  0.007869410282
6118  61.180000  0.191764618448  0.177648104797  0.199625136564  0.003079457280  0.191165270112  0.157258933534  0.196325519408  0.008918882472
6119  61.190000  0.191951645451  0.178105854844  0.198178500109  0.003245671077  0.191300169347  0.157291558872  0.194517668871  0.009554310064
6120  61.200000  0.192139045614  0.178576157700  0.196760447500  0.003354824360  0.191481488551  0.157900508033  0.192420781270  0.009716218645
6121  61.210000  0.192323279974  0.179070057819  0.195402547349  0.003386497505  0.191706015465  0.159143192342  0.190201541329  0.009378678673
6122  61.220000  0.192500789326  0.179588196585  0.194133901047  0.003325494930  0.191964220873  0.161029798767  0.188044751445  0.008552216517
6123  61.230000  0.192668066354  0.180120486480  0.192980931372  0.003163020943  0.192240783816  0.163520574879  0.186137505009  0.007283663352
