#n  real_time  ms_narma2  ms_narma10  ms_narma20  narma2  narma10  narma20
6000  15.000000  0.190795898438  0.168945312500  0.201660156250  0.190944578694  0.166374748436  0.203625320286
6001  15.002500  0.190887451172  0.168457031250  0.200927734375  0.190959402207  0.165175906247  0.203033136691
6002  15.005000  0.191192626953  0.166015625000  0.200439453125  0.190968704658  0.164163806274  0.202368264834
6003  15.007500  0.191253662109  0.164062500000  0.200195312500  0.190974378975  0.163372468916  0.201724461314
6004  15.010000  0.191284179688  0.161621093750  0.198974609375  0.190977803377  0.162809862636  0.201197413178
6005  15.012500  0.191406250000  0.159667968750  0.200439453125  0.190979868311  0.162458832059  0.200874368925
6006  15.015000  0.191345214844  0.158203125000  0.200683593750  0.190981113464  0.162280994029  0.200824260127
6007  15.017500  0.191406250000  0.157226562500  0.201660156250  0.190981850645  0.162223212258  0.201089387165
6008  15.020000  0.191375732422  0.157226562500  0.202636718750  0.190982141421  0.162225981153  0.201679610739
6009  15.022500  0.191284179688  0.155761718750  0.203857421875  0.190981532041  0.162232845468  0.202569755549
6010  15.025000  0.191101074219  0.153808593750  0.206054687500  0.190978517179  0.162199868581  0.203700618810
6011  15.027500  0.190917968750  0.156738281250  0.204833984375  0.190969794358  0.162104140998  0.204983617115
6012  15.030000  0.190704345703  0.154785156250  0.207031250000  0.190949461530  0.161950388167  0.206308737642
6013  15.032500  0.190460205078  0.158203125000  0.208984375000  0.190908378257  0.161774885934  0.207555120097
6014  15.035000  0.190124511719  0.159179687500  0.209960937500  0.190833936318  0.161646115315  0.208603316136
6015  15.037500  0.189910888672  0.159667968750  0.210693359375  0.190710456055  0.161661875317  0.209348078883
6016  15.040000  0.189361572266  0.162109375000  0.209472656250  0.190520339433  0.161942907476  0.209710444080
6017  15.042500  0.188964843750  0.165039062500  0.209960937500  0.190245980572  0.162623442707  0.209647885782
6018  15.045000  0.188415527344  0.169433593750  0.209472656250  0.189872281118  0.163839423736  0.209161464449
6019  15.047500  0.188323974609  0.171875000000  0.208007812500  0.189389469836  0.165715440355  0.208299126409
