#n  real_time  ms_narma2  ms_narma10  ms_narma20  ms_narma30  narma2  narma10  narma20  narma30
6000  15.000000  0.190331660211  0.164594292641  0.200552701950  0.001782298088  0.190944578694  0.166374748436  0.203625320286  0.001127186884
6001  15.002500  0.190437212586  0.163824319839  0.200896739960  0.001771330833  0.190959402207  0.165175906247  0.203033136691  0.001258235655
6002  15.005000  0.190532349050  0.163252711296  0.201147794724  0.001673340797  0.190968704658  0.164163806274  0.202368264834  0.001318154546
6003  15.007500  0.190613724291  0.162862181664  0.201312303543  0.001521945000  0.190974378975  0.163372468916  0.201724461314  0.001317011605
6004  15.010000  0.190678104758  0.162613511086  0.201407432556  0.001365780830  0.190977803377  0.162809862636  0.201197413178  0.001281299325
6005  15.012500  0.190722413361  0.162453889847  0.201451539993  0.001259803772  0.190979868311  0.162458832059  0.200874368925  0.001252404855
6006  15.015000  0.190743811429  0.162321329117  0.201469659805  0.001264572144  0.190981113464  0.162280994029  0.200824260127  0.001283131353
6007  15.017500  0.190739773214  0.162155628204  0.201486825943  0.001438260078  0.190981850645  0.162223212258  0.201089387165  0.001432546520
6008  15.020000  0.190708361566  0.161907196045  0.201520919800  0.001829624176  0.190982141421  0.162225981153  0.201679610739  0.001759629401
6009  15.022500  0.190648145974  0.161544680595  0.201586961746  0.002475976944  0.190981532041  0.162232845468  0.202569755549  0.002316337967
6010  15.025000  0.190558552742  0.161063551903  0.201688528061  0.003393530846  0.190978517179  0.162199868581  0.203700618810  0.003140810582
6011  15.027500  0.190439648926  0.160489559174  0.201822996140  0.004578828812  0.190969794358  0.162104140998  0.204983617115  0.004251432951
6012  15.030000  0.190292455256  0.159880638123  0.201980352402  0.006004214287  0.190949461530  0.161950388167  0.206308737642  0.005642444605
6013  15.032500  0.190118700266  0.159325718880  0.202145338058  0.007620930672  0.190908378257  0.161774885934  0.207555120097  0.007281629499
6014  15.035000  0.189920939505  0.158940434456  0.202301502228  0.009360074997  0.190833936318  0.161646115315  0.208603316136  0.009110445663
6015  15.037500  0.189702600241  0.158859491348  0.202430009842  0.011135816574  0.190710456055  0.161661875317  0.209348078883  0.011046717218
6016  15.040000  0.189467631280  0.159224748611  0.202521800995  0.012855291367  0.190520339433  0.161942907476  0.209710444080  0.012989761388
6017  15.042500  0.189220532775  0.160176157951  0.202576160431  0.014421820641  0.190245980572  0.162623442707  0.209647885782  0.014827578276
6018  15.045000  0.188966140151  0.161837339401  0.202603816986  0.015744328499  0.189872281118  0.163839423736  0.209161464449  0.016445516661
6019  15.047500  0.188709527254  0.164304733276  0.202631235123  0.016743540764  0.189389469836  0.165715440355  0.208299126409  0.017735666562
6020  15.050000  0.188455827534  0.167635917664  0.202697753906  0.017359137535  0.188795813544  0.168351595891  0.207154644970  0.018606135284
6021  15.052500  0.188210055232  0.171841502190  0.202857255936  0.017553329468  0.188099756289  0.171811567805  0.205862089971  0.018989348430
6022  15.055000  0.187976963818  0.176881790161  0.203173875809  0.017316460609  0.187321052407  0.176113020745  0.204586140792  0.018848583482
6023  15.057500  0.187760904431  0.182662487030  0.203717947006  0.016665220261  0.186490570153  0.181221290542  0.203508977362  0.018182086407
6024  15.060000  0.187565885484  0.189039945602  0.204557418823  0.015641808510  0.185648623544  0.187046921805  0.202814850130  0.017024329202
6025  15.062500  0.187395334244  0.195825815201  0.205755710602  0.014312505722  0.184841913444  0.193447265313  0.202673700493  0.015444220059
6026  15.065000  0.187251977623  0.202796459198  0.207364320755  0.012761950493  0.184119386424  0.200231981810  0.203225341795  0.013540354966
6027  15.067500  0.187138259411  0.209707021713  0.209410667419  0.011083960533  0.183527509187  0.207172001898  0.204565695898  0.011433674011
6028  15.070000  0.187055788934  0.216302871704  0.211902379990  0.009377956390  0.183105570307  0.214011281819  0.206736407496  0.009258131093
6029  15.072500  0.187005713582  0.222336530685  0.214816093445  0.007739186287  0.182881636253  0.220480572614  0.209718844802  0.007150177856
6030  15.075000  0.186988666654  0.227580904961  0.218098163605  0.006252288818  0.182869701329  0.226312366958  0.213433076513  0.005237981659
6031  15.077500  0.187004692852  0.231842279434  0.221667766571  0.004986047745  0.183068397622  0.231256176182  0.217741940344  0.003631330555
6032  15.080000  0.187053501606  0.234971761703  0.225414514542  0.003987073898  0.183461403855  0.235093293220  0.222459843084  0.002413121116
6033  15.082500  0.187134198844  0.236871123314  0.229210376740  0.003279805183  0.184019452009  0.237650200186  0.227365508199  0.001633182475
6034  15.085000  0.187245473266  0.237496972084  0.232913970947  0.002864599228  0.184703617563  0.238809782119  0.232217556477  0.001304975683
6035  15.087500  0.187385529280  0.236862301826  0.236377954483  0.002720475197  0.185469424752  0.238519528291  0.236771594938  0.001405442429
6036  15.090000  0.187552250922  0.235033035278  0.239458799362  0.002805948257  0.186271221243  0.236795968377  0.240797409288  0.001877987363
6037  15.092500  0.187742933631  0.232120275497  0.242028951645  0.003066658974  0.187066281851  0.233724736499  0.244094900545  0.002638291860
6038  15.095000  0.187954582274  0.228272795677  0.243981838226  0.003438830376  0.187818180736  0.229455908623  0.246507560399  0.003582401477
