#n  ms_narma2 ms_narma10  ms_narma20  narma2  narma10  narma20
10000  0.184940  0.188538  0.201941  0.180976  0.227086  0.209167
10001  0.184876  0.186233  0.200852  0.180789  0.234243  0.213389
10002  0.184863  0.183338  0.199576  0.180860  0.240584  0.218272
10003  0.184902  0.179911  0.198140  0.181184  0.245843  0.223650
10004  0.184994  0.176025  0.196584  0.181737  0.249784  0.229315
10005  0.185138  0.171763  0.194962  0.182480  0.252228  0.235026
10006  0.185332  0.167221  0.193342  0.183364  0.253055  0.240530
10007  0.185574  0.162501  0.191797  0.184334  0.252219  0.245573
10008  0.185861  0.157711  0.190404  0.185335  0.249750  0.249922
10009  0.186189  0.152960  0.189243  0.186316  0.245758  0.253377
10010  0.186552  0.148360  0.188387  0.187236  0.240424  0.255786
10011  0.186946  0.144020  0.187900  0.188061  0.233993  0.257056
10012  0.187362  0.140049  0.187836  0.188772  0.226754  0.257157
10013  0.187794  0.136547  0.188231  0.189362  0.219026  0.256124
10014  0.188234  0.133611  0.189104  0.189831  0.211133  0.254057
10015  0.188673  0.131328  0.190456  0.190190  0.203381  0.251108
10016  0.189103  0.129776  0.192269  0.190454  0.196040  0.247478
10017  0.189516  0.129019  0.194505  0.190640  0.189327  0.243393
10018  0.189904  0.129110  0.197114  0.190766  0.183396  0.239096
10019  0.190262  0.130082  0.200031  0.190849  0.178334  0.234824
10020  0.190585  0.131955  0.203182  0.190901  0.174164  0.230794
10021  0.190867  0.134727  0.206489  0.190934  0.170853  0.227186
10022  0.191107  0.138374  0.209870  0.190953  0.168320  0.224134
10023  0.191303  0.142854  0.213247  0.190965  0.166458  0.221713
10024  0.191457  0.148099  0.216543  0.190972  0.165139  0.219942
10025  0.191570  0.154024  0.219691  0.190976  0.164235  0.218787
10026  0.191645  0.160519  0.222627  0.190979  0.163625  0.218163
10027  0.191686  0.167457  0.225300  0.190981  0.163206  0.217951
10028  0.191698  0.174695  0.227664  0.190982  0.162896  0.218009
10029  0.191687  0.182079  0.229680  0.190982  0.162640  0.218191
10030  0.191657  0.189443  0.231315  0.190982  0.162404  0.218357
10031  0.191614  0.196619  0.232541  0.190981  0.162177  0.218392
10032  0.191564  0.203439  0.233331  0.190979  0.161966  0.218211
10033  0.191509  0.209742  0.233661  0.190976  0.161785  0.217764
10034  0.191456  0.215375  0.233508  0.190971  0.161656  0.217041
10035  0.191405  0.220203  0.232849  0.190966  0.161596  0.216067
10036  0.191361  0.224108  0.231665  0.190959  0.161616  0.214894
10037  0.191325  0.226994  0.229938  0.190953  0.161718  0.213594
10038  0.191297  0.228793  0.227656  0.190948  0.161891  0.212250
10039  0.191279  0.229460  0.224817  0.190945  0.162113  0.210940
10040  0.191271  0.228980  0.221428  0.190944  0.162353  0.209735
10041  0.191272  0.227362  0.217509  0.190947  0.162576  0.208687
10042  0.191283  0.224642  0.213097  0.190952  0.162744  0.207824
10043  0.191302  0.220880  0.208246  0.190958  0.162826  0.207152
10044  0.191330  0.216157  0.203028  0.190965  0.162797  0.206652
10045  0.191365  0.210571  0.197533  0.190971  0.162647  0.206283
10046  0.191406  0.204235  0.191869  0.190975  0.162380  0.205995
10047  0.191454  0.197276  0.186156  0.190978  0.162014  0.205726
10048  0.191506  0.189824  0.180524  0.190980  0.161583  0.205420
10049  0.191562  0.182020  0.175111  0.190982  0.161129  0.205028
10050  0.191621  0.174001  0.170053  0.190985  0.160701  0.204516
10051  0.191681  0.165909  0.165483  0.190991  0.160350  0.203870
10052  0.191739  0.157880  0.161522  0.191000  0.160122  0.203098
10053  0.191795  0.150049  0.158275  0.191013  0.160049  0.202227
10054  0.191846  0.142544  0.155829  0.191030  0.160152  0.201302
10055  0.191890  0.135488  0.154244  0.191049  0.160434  0.200382
10056  0.191924  0.128994  0.153557  0.191069  0.160878  0.199527
10057  0.191947  0.123171  0.153779  0.191085  0.161451  0.198798
10058  0.191957  0.118117  0.154894  0.191098  0.162105  0.198243
10059  0.191953  0.113921  0.156862  0.191104  0.162784  0.197897
10060  0.191933  0.110660  0.159624  0.191102  0.163424  0.197773
10061  0.191897  0.108400  0.163104  0.191094  0.163969  0.197861
10062  0.191847  0.107194  0.167212  0.191081  0.164368  0.198132
10063  0.191782  0.107079  0.171851  0.191064  0.164585  0.198537
10064  0.191706  0.108076  0.176922  0.191045  0.164601  0.199012
10065  0.191619  0.110188  0.182324  0.191028  0.164417  0.199490
10066  0.191527  0.113398  0.187962  0.191014  0.164056  0.199904
10067  0.191431  0.117671  0.193746  0.191002  0.163554  0.200194
10068  0.191336  0.122947  0.199595  0.190995  0.162965  0.200320
10069  0.191245  0.129149  0.205431  0.190990  0.162348  0.200260
10070  0.191163  0.136177  0.211188  0.190987  0.161762  0.200016
10071  0.191092  0.143913  0.216803  0.190985  0.161261  0.199615
10072  0.191037  0.152221  0.222216  0.190983  0.160888  0.199105
10073  0.190999  0.160950  0.227370  0.190981  0.160666  0.198550
10074  0.190981  0.169938  0.232208  0.190979  0.160598  0.198023
10075  0.190984  0.179015  0.236671  0.190977  0.160668  0.197596
10076  0.191009  0.188006  0.240697  0.190976  0.160839  0.197333
10077  0.191057  0.196738  0.244223  0.190976  0.161061  0.197283
10078  0.191126  0.205042  0.247187  0.190978  0.161277  0.197469
10079  0.191217  0.212756  0.249524  0.190980  0.161427  0.197887
10080  0.191327  0.219733  0.251178  0.190981  0.161465  0.198502
10081  0.191456  0.225841  0.252095  0.190982  0.161357  0.199255
10082  0.191600  0.230968  0.252236  0.190984  0.161096  0.200062
10083  0.191759  0.235023  0.251574  0.190990  0.160702  0.200825
10084  0.191930  0.237938  0.250103  0.191007  0.160227  0.201441
10085  0.192110  0.239669  0.247833  0.191046  0.159754  0.201815
10086  0.192299  0.240197  0.244799  0.191119  0.159391  0.201869
10087  0.192492  0.239526  0.241060  0.191240  0.159261  0.201553
10088  0.192690  0.237684  0.236693  0.191423  0.159500  0.200852
10089  0.192889  0.234719  0.231799  0.191680  0.160236  0.199794
10090  0.193088  0.230699  0.226493  0.192017  0.161581  0.198446
10091  0.193284  0.225710  0.220902  0.192434  0.163620  0.196916
10092  0.193476  0.219854  0.215164  0.192922  0.166395  0.195342
10093  0.193661  0.213244  0.209414  0.193462  0.169904  0.193885
10094  0.193838  0.206005  0.203787  0.194028  0.174092  0.192712
10095  0.194003  0.198269  0.198407  0.194585  0.178852  0.191983
10096  0.194155  0.190175  0.193387  0.195097  0.184030  0.191836
10097  0.194291  0.181864  0.188820  0.195527  0.189431  0.192371
10098  0.194409  0.173482  0.184782  0.195842  0.194830  0.193642
10099  0.194506  0.165170  0.181326  0.196017  0.199985  0.195647
10100  0.194580  0.157070  0.178485  0.196039  0.204654  0.198327
10101  0.194629  0.149319  0.176272  0.195906  0.208604  0.201567
10102  0.194651  0.142046  0.174683  0.195629  0.211632  0.205203
10103  0.194644  0.135374  0.173697  0.195231  0.213576  0.209035
10104  0.194608  0.129414  0.173283  0.194743  0.214327  0.212838
10105  0.194541  0.124264  0.173402  0.194201  0.213838  0.216380
10106  0.194443  0.120009  0.174008  0.193643  0.212127  0.219441
10107  0.194315  0.116718  0.175053  0.193103  0.209279  0.221825
10108  0.194158  0.114442  0.176490  0.192608  0.205442  0.223379
10109  0.193972  0.113211  0.178273  0.192179  0.200813  0.224002
10110  0.193761  0.113038  0.180355  0.191827  0.195633  0.223653
10111  0.193526  0.113912  0.182694  0.191553  0.190160  0.222352
10112  0.193271  0.115804  0.185245  0.191352  0.184658  0.220183
10113  0.192999  0.118661  0.187966  0.191213  0.179374  0.217282
10114  0.192714  0.122413  0.190808  0.191123  0.174522  0.213830
10115  0.192419  0.126971  0.193724  0.191067  0.170270  0.210040
10116  0.192120  0.132230  0.196658  0.191034  0.166731  0.206138
10117  0.191820  0.138068  0.199552  0.191012  0.163960  0.202346
10118  0.191523  0.144356  0.202341  0.190996  0.161954  0.198871
10119  0.191233  0.150955  0.204959  0.190982  0.160663  0.195883
10120  0.190953  0.157723  0.207337  0.190967  0.159995  0.193508
10121  0.190687  0.164514  0.209408  0.190954  0.159832  0.191820
10122  0.190437  0.171189  0.211108  0.190943  0.160043  0.190837
10123  0.190206  0.177611  0.212382  0.190936  0.160494  0.190522
10124  0.189994  0.183655  0.213187  0.190933  0.161062  0.190795
10125  0.189803  0.189206  0.213492  0.190934  0.161640  0.191538
10126  0.189632  0.194167  0.213287  0.190939  0.162146  0.192611
10127  0.189482  0.198453  0.212578  0.190946  0.162524  0.193865
10128  0.189352  0.202002  0.211393  0.190954  0.162748  0.195158
10129  0.189241  0.204768  0.209778  0.190962  0.162812  0.196365
10130  0.189147  0.206727  0.207798  0.190969  0.162736  0.197390
10131  0.189070  0.207873  0.205533  0.190974  0.162550  0.198171
10132  0.189006  0.208222  0.203075  0.190977  0.162298  0.198679
10133  0.188954  0.207808  0.200525  0.190980  0.162020  0.198922
10134  0.188914  0.206681  0.197985  0.190981  0.161757  0.198936
10135  0.188882  0.204908  0.195554  0.190982  0.161539  0.198777
10136  0.188859  0.202568  0.193328  0.190982  0.161384  0.198516
10137  0.188842  0.199755  0.191390  0.190983  0.161299  0.198226
10138  0.188832  0.196566  0.189810  0.190983  0.161278  0.197973
10139  0.188826  0.193109  0.188642  0.190983  0.161305  0.197812
10140  0.188826  0.189493  0.187922  0.190983  0.161360  0.197778
10141  0.188830  0.185826  0.187671  0.190983  0.161419  0.197887
10142  0.188838  0.182215  0.187891  0.190983  0.161463  0.198132
10143  0.188851  0.178760  0.188574  0.190983  0.161476  0.198488
10144  0.188868  0.175554  0.189696  0.190983  0.161453  0.198914
10145  0.188889  0.172677  0.191226  0.190982  0.161395  0.199364
10146  0.188915  0.170200  0.193128  0.190981  0.161317  0.199787
10147  0.188946  0.168177  0.195359  0.190978  0.161237  0.200138
10148  0.188982  0.166647  0.197880  0.190974  0.161178  0.200382
10149  0.189023  0.165633  0.200648  0.190968  0.161165  0.200501
10150  0.189069  0.165143  0.203622  0.190960  0.161217  0.200491
10151  0.189122  0.165168  0.206762  0.190951  0.161345  0.200367
10152  0.189181  0.165683  0.210031  0.190943  0.161550  0.200158
10153  0.189249  0.166652  0.213387  0.190936  0.161821  0.199902
10154  0.189326  0.168025  0.216789  0.190932  0.162134  0.199642
10155  0.189414  0.169743  0.220189  0.190931  0.162453  0.199421
10156  0.189514  0.171737  0.223536  0.190935  0.162737  0.199270
10157  0.189629  0.173933  0.226772  0.190942  0.162941  0.199209
10158  0.189760  0.176255  0.229830  0.190951  0.163022  0.199242
10159  0.189908  0.178622  0.232638  0.190961  0.162950  0.199351
10160  0.190075  0.180956  0.235118  0.190969  0.162705  0.199502
10161  0.190262  0.183178  0.237190  0.190974  0.162288  0.199649
10162  0.190470  0.185215  0.238773  0.190978  0.161723  0.199733
10163  0.190698  0.186995  0.239790  0.190981  0.161053  0.199695
10164  0.190946  0.188455  0.240171  0.190987  0.160343  0.199482
10165  0.191213  0.189534  0.239859  0.191001  0.159674  0.199054
10166  0.191496  0.190183  0.238813  0.191029  0.159136  0.198389
10167  0.191792  0.190356  0.237010  0.191075  0.158819  0.197494
10168  0.192098  0.190019  0.234450  0.191145  0.158806  0.196398
10169  0.192409  0.189146  0.231157  0.191240  0.159163  0.195161
10170  0.192721  0.187723  0.227178  0.191357  0.159930  0.193864
10171  0.193029  0.185746  0.222585  0.191491  0.161117  0.192606
10172  0.193327  0.183225  0.217470  0.191633  0.162699  0.191490
10173  0.193611  0.180186  0.211944  0.191769  0.164614  0.190622
10174  0.193875  0.176668  0.206131  0.191889  0.166767  0.190090
10175  0.194114  0.172727  0.200167  0.191978  0.169038  0.189961
10176  0.194324  0.168435  0.194188  0.192028  0.171285  0.190269
10177  0.194501  0.163881  0.188334  0.192031  0.173360  0.191009
10178  0.194642  0.159167  0.182736  0.191988  0.175115  0.192140
10179  0.194745  0.154412  0.177517  0.191904  0.176419  0.193576
10180  0.194807  0.149743  0.172784  0.191786  0.177167  0.195204
10181  0.194827  0.145296  0.168629  0.191649  0.177290  0.196882
10182  0.194805  0.141210  0.165127  0.191505  0.176759  0.198457
10183  0.194739  0.137623  0.162332  0.191369  0.175596  0.199773
10184  0.194631  0.134666  0.160281  0.191251  0.173867  0.200690
10185  0.194481  0.132456  0.158994  0.191158  0.171684  0.201092
10186  0.194292  0.131097  0.158472  0.191091  0.169192  0.200903
10187  0.194063  0.130665  0.158703  0.191048  0.166562  0.200090
10188  0.193799  0.131214  0.159665  0.191022  0.163976  0.198671
10189  0.193502  0.132764  0.161322  0.191005  0.161610  0.196717
10190  0.193175  0.135305  0.163630  0.190986  0.159622  0.194341
10191  0.192822  0.138792  0.166538  0.190960  0.158137  0.191699
10192  0.192449  0.143150  0.169987  0.190921  0.157236  0.188968
10193  0.192059  0.148271  0.173913  0.190869  0.156953  0.186341
10194  0.191658  0.154022  0.178244  0.190807  0.157269  0.184002
10195  0.191253  0.160248  0.182903  0.190741  0.158117  0.182117
10196  0.190849  0.166777  0.187806  0.190681  0.159389  0.180817
10197  0.190454  0.173427  0.192862  0.190633  0.160945  0.180185
10198  0.190074  0.180014  0.197973  0.190605  0.162629  0.180250
10199  0.189715  0.186358  0.203037  0.190600  0.164277  0.180984
10200  0.189383  0.192286  0.207945  0.190619  0.165737  0.182307
10201  0.189085  0.197643  0.212589  0.190659  0.166876  0.184089
