x[3] y[3]
2.999999999996 0.000000000005
2.999999999996 0.000000000005
2.999999999996 0.000000000005
2.999999999996 0.000000000005
2.999999999996 0.000000000005
2.999999999997 0.000000000005
2.999999999997 0.000000000004
2.999999999998 0.000000000004
2.999999999999 0.000000000004
2.999999999999 0.000000000004
2.999999999999 0.000000000004
2.999999999999 0.000000000004
2.999999999997 0.000000000003
2.999999999992 0.000000000003
2.999999999979 0.000000000003
2.999999999952 0.000000000003
2.999999999899 0.000000000002
2.999999999801 0.000000000002
2.999999999626 0.000000000002
2.999999999324 0.000000000002
2.999999998820 0.000000000001
2.999999998004 0.000000000001
2.999999996715 0.000000000001
2.999999994728 0.000000000000
2.999999991732 0.000000000000
2.999999987304 -0.000000000000
2.999999980880 -0.000000000000
2.999999971721 -0.000000000001
2.999999958869 -0.000000000001
2.999999941106 -0.000000000001
2.999999916901 -0.000000000001
2.999999884349 -0.000000000002
2.999999841118 -0.000000000002
2.999999784378 -0.000000000002
2.999999710739 -0.000000000002
2.999999616178 -0.000000000002
2.999999495974 -0.000000000002
2.999999344643 -0.000000000002
2.999999155876 -0.000000000002
2.999998922486 -0.000000000002
2.999998636361 -0.000000000002
2.999998288439 -0.000000000002
2.999997868684 -0.000000000002
2.999997366092 -0.000000000002
2.999996768709 -0.000000000002
2.999996063681 -0.000000000001
2.999995237315 -0.000000000001
2.999994275184 -0.000000000001
2.999993162244 -0.000000000000
2.999991882990 0.000000000000
2.999990421638 0.000000000001
2.999988762331 0.000000000002
2.999986889375 0.000000000003
2.999984787499 0.000000000005
2.999982442136 0.000000000007
2.999979839717 0.000000000010
2.999976967980 0.000000000014
2.999973816288 0.000000000020
2.999970375938 0.000000000027
2.999966640478 0.000000000036
2.999962605991 0.000000000048
2.999958271377 0.000000000063
2.999953638592 0.000000000083
2.999948712855 0.000000000107
2.999943502811 0.000000000138
2.999938020646 0.000000000176
2.999932282134 0.000000000222
2.999926306639 0.000000000279
2.999920117032 0.000000000347
2.999913739549 0.000000000429
2.999907203576 0.000000000527
2.999900541359 0.000000000643
2.999893787650 0.000000000779
2.999886979275 0.000000000937
2.999880154653 0.000000001119
2.999873353252 0.000000001329
2.999866614999 0.000000001568
2.999859979653 0.000000001838
2.999853486154 0.000000002141
2.999847171950 0.000000002480
2.999841072337 0.000000002855
2.999835219801 0.000000003268
2.999829643390 0.000000003719
2.999824368133 0.000000004209
2.999819414510 0.000000004738
2.999814797996 0.000000005304
2.999810528683 0.000000005908
2.999806611001 0.000000006546
