#n  real_time  ms_narma2  ms_narma10  ms_narma20  narma2  narma10  narma20
10000  25.000000  0.185862406550  0.173859764647  0.203310558631  0.180976266847  0.227085853311  0.209167118659
10001  25.002500  0.185935320464  0.173256104172  0.203087276954  0.180788517323  0.234242693046  0.213388920327
10002  25.005000  0.186054437170  0.172587606881  0.202838533325  0.180860028115  0.240584493740  0.218271800612
10003  25.007500  0.186217912236  0.171860821196  0.202567679575  0.181184151248  0.245842506726  0.223650137291
10004  25.010000  0.186423069666  0.171083601774  0.202278608049  0.181736932148  0.249784251497  0.229314838705
10005  25.012500  0.186666460213  0.170264993096  0.201975688280  0.182479793332  0.252227961813  0.235026323068
10006  25.015000  0.186943937631  0.169415071403  0.201663692424  0.183363621918  0.253054901767  0.240530034692
10007  25.017500  0.187250750561  0.168544755841  0.201347709051  0.184333710485  0.252218592753  0.245573285223
10008  25.020000  0.187581648308  0.167665611370  0.201033048041  0.185334922923  0.249750017516  0.249922140452
10009  25.022500  0.187930997217  0.166789622919  0.200725138828  0.186316469119  0.245757994096  0.253377105771
10010  25.025000  0.188292905568  0.165928963223  0.200429423538  0.187235766595  0.240424177522  0.255786481245
10011  25.027500  0.188661353423  0.165095759119  0.200151247089  0.188061024939  0.233992567209  0.257056442986
10012  25.030000  0.189030324535  0.164301844721  0.199895747879  0.188772384708  0.226753954451  0.257157143618
10013  25.032500  0.189393936977  0.163558533910  0.199667751149  0.189361646766  0.219026374535  0.256124395732
10014  25.035000  0.189746569380  0.162876388466  0.199471666710  0.189830810749  0.211133227493  0.254056795186
10015  25.037500  0.190082979956  0.162265013816  0.199311394361  0.190189776378  0.203381172035  0.251108445030
10016  25.040000  0.190398414994  0.161732869979  0.199190239073  0.190453630598  0.196040059245  0.247477745270
10017  25.042500  0.190688704941  0.161287098919  0.199110837129  0.190639940747  0.189326984176  0.243393006904
10018  25.045000  0.190950345132  0.160933398380  0.199075098149  0.190766405721  0.183396000882  0.239095914856
10019  25.047500  0.191180559916  0.160675908031  0.199084158870  0.190849101719  0.178334262706  0.234824082510
10020  25.050000  0.191377348412  0.160517142736  0.199138355325  0.190901422541  0.174164472688  0.230794083382
10021  25.052500  0.191539511019  0.160457953083  0.199237210676  0.190933683943  0.170852735666  0.227186383449
10022  25.055000  0.191666656312  0.160497527453  0.199379442027  0.190953260707  0.168320337617  0.224133503854
10023  25.057500  0.191759188365  0.160633422754  0.199562980735  0.190965068089  0.166457711811  0.221712503042
10024  25.060000  0.191818274638  0.160861641343  0.199785014149  0.190972189897  0.165138877077  0.219942484394
10025  25.062500  0.191845796151  0.161176731403  0.200042038690  0.190976486649  0.164234880764  0.218787340545
10026  25.065000  0.191844280565  0.161571921752  0.200329930463  0.190979074878  0.163625149720  0.218163394233
10027  25.067500  0.191816820734  0.162039285817  0.200644027209  0.190980635019  0.163206055518  0.217951061374
10028  25.070000  0.191766980344  0.162569925713  0.200979222020  0.190981563719  0.162896372564  0.218009222775
10029  25.072500  0.191698689760  0.163154182548  0.201330065494  0.190982024769  0.162639620627  0.218190712904
10030  25.075000  0.191616134296  0.163781849522  0.201690874470  0.190981965673  0.162403533585  0.218357257953
10031  25.077500  0.191523638008  0.164442404988  0.202055845992  0.190981155855  0.162177092976  0.218392328248
10032  25.080000  0.191425546327  0.165125250962  0.202419171866  0.190979275046  0.161965716749  0.218210685314
